"sport","sport_id","disipline","disipline_id","event","event_id","event_updated_date","medals__medal","medals__medal_id","medals__team_id","medals__team","medals__team_short","medals__player_id","medals__player","medals__awarded_date","event_type"
"Athletics",18,"Athletics",3,"Men's 110 metres hurdles",62,"8/16/2016","Silver",2,216,"Spain","ESP","null","Orlando Ortega","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 110 metres hurdles",62,"8/16/2016","Bronze",3,93,"France","FRA","null","Dimitri Bascou","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 1500 metres",112,"8/16/2016","Gold",1,14,"Kenya","KEN","null","Faith Chepngetich Kipyegon","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 1500 metres",112,"8/16/2016","Silver",2,88,"Ethiopia","ETH","null","Genzebe Dibaba","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 1500 metres",112,"8/16/2016","Bronze",3,20,"United States","USA","null","Jennifer Simpson","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's High jump",69,"8/16/2016","Gold",1,12,"Canada","CAN","null","Derek Drouin","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's High jump",69,"8/16/2016","Silver",2,192,"Qatar","QAT","null","Mutaz Essa Barshim","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's High jump",69,"8/16/2016","Bronze",3,241,"Ukraine","UKR","null","Bohdan Bondarenko","8/16/2016","Individual"
"Table tennis",44,"Table tennis",45,"Women's team",494,"8/16/2016","Gold",1,63,"China","CHN","null","null","8/16/2016","Team"
"Table tennis",44,"Table tennis",45,"Women's team",494,"8/16/2016","Silver",2,102,"Germany","GER","null","null","8/16/2016","Team"
"Table tennis",44,"Table tennis",45,"Women's team",494,"8/16/2016","Bronze",3,128,"Japan","JPN","null","null","8/16/2016","Team"
"Weightlifting",50,"Weightlifting",56,"Men's Super Heavyweight-+105 kg",803,"8/16/2016","Gold",1,101,"Georgia","GEO","null","Lasha Talakhadze","8/16/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Super Heavyweight-+105 kg",803,"8/16/2016","Silver",2,31,"Armenia","ARM","null","Gor Minasyan","8/16/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Super Heavyweight-+105 kg",803,"8/16/2016","Bronze",3,101,"Georgia","GEO","null","Irakli Turmanidze","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's Omnium",538,"8/16/2016","Gold",1,274,"Great Britain","GBR","null","Laura Trott","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's Omnium",538,"8/16/2016","Silver",2,20,"United States","USA","null","Sarah Hammer","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's Omnium",538,"8/16/2016","Bronze",3,40,"Belgium","BEL","null","Jolien D'Hoore","8/16/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Lightweight-60 kg",708,"8/16/2016","Gold",1,48,"Brazil","BRA","null","Robson Conceicao","8/16/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Lightweight-60 kg",708,"8/16/2016","Silver",2,93,"France","FRA","null","Sofiane Oumiha","8/16/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Lightweight-60 kg",708,"8/16/2016","Bronze",3,163,"Mongolia","MGL","null","Otgondalai Dorjnyambuu","8/16/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Lightweight-60 kg",708,"8/16/2016","Bronze",3,73,"Cuba","CUB","null","Lázaro Álvarez","8/16/2016","Individual"
"Aquatics",16,"Diving",13,"Men's 3 metre springboard",167,"8/16/2016","Gold",1,63,"China","CHN","null","Cao Yuan","8/16/2016","Individual"
"Aquatics",16,"Diving",13,"Men's 3 metre springboard",167,"8/16/2016","Silver",2,274,"Great Britain","GBR","null","Jack Laugher","8/16/2016","Individual"
"Aquatics",16,"Diving",13,"Men's 3 metre springboard",167,"8/16/2016","Bronze",3,102,"Germany","GER","null","Patrick Hausding","8/16/2016","Individual"
"Cycling",25,"Track",48,"Men's Keirin",512,"8/16/2016","Gold",1,274,"Great Britain","GBR","null","Jason Kenny","8/16/2016","Individual"
"Cycling",25,"Track",48,"Men's Keirin",512,"8/16/2016","Silver",2,15,"Netherlands","NED","null","Matthijs Buchli","8/16/2016","Individual"
"Cycling",25,"Track",48,"Men's Keirin",512,"8/16/2016","Bronze",3,149,"Malaysia","MAS","null","Azizulhasni Awang","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Heavyweight-98 kg",918,"8/16/2016","Gold",1,31,"Armenia","ARM","null","Artur Aleksanyan","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Heavyweight-98 kg",918,"8/16/2016","Silver",2,73,"Cuba","CUB","null","Yasmany Daniel Lugo Cabrera","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Heavyweight-98 kg",918,"8/16/2016","Bronze",3,122,"Iran","IRI","null","Ghasem Rezaei","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Heavyweight-98 kg",918,"8/16/2016","Bronze",3,236,"Turkey","TUR","null","Cenk Ildem","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's individual sprint",540,"8/16/2016","Gold",1,102,"Germany","GER","null","Kristina Vogel","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's individual sprint",540,"8/16/2016","Silver",2,274,"Great Britain","GBR","null","Rebecca James","8/16/2016","Individual"
"Cycling",25,"Track",48,"Women's individual sprint",540,"8/16/2016","Bronze",3,274,"Great Britain","GBR","null","Katy Marchant","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Lightweight-66 kg",862,"8/16/2016","Gold",1,207,"Serbia","SRB","null","Davor Stefanek","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Lightweight-66 kg",862,"8/16/2016","Silver",2,31,"Armenia","ARM","null","Migran Arutyunyan","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Lightweight-66 kg",862,"8/16/2016","Bronze",3,35,"Azerbaijan","AZE","null","Rasul Chunayev","8/16/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Lightweight-66 kg",862,"8/16/2016","Bronze",3,101,"Georgia","GEO","null","Shmagi Bolkvadze","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's horizontal bar",35,"8/16/2016","Gold",1,102,"Germany","GER","null","Fabian Hambuchen","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's horizontal bar",35,"8/16/2016","Silver",2,20,"United States","USA","null","Danell Leyva","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's horizontal bar",35,"8/16/2016","Bronze",3,274,"Great Britain","GBR","null","Nile Wilson","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-1 1000 m",422,"8/16/2016","Gold",1,216,"Spain","ESP","null","Marcus Walz","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-1 1000 m",422,"8/16/2016","Silver",2,75,"Czech Republic","CZE","null","Josef Dostál","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's K-1 1000 m",422,"8/16/2016","Bronze",3,278,"Russia","RUS","null","Roman Anoshkin","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Nacra 17",647,"8/16/2016","Gold",1,22,"Argentina","ARG","null","Santiago Lange/Cecilia Carranza Saroli","8/16/2016","Team"
"Sailing",41,"Sailing",38,"Nacra 17",647,"8/16/2016","Silver",2,1,"Australia","AUS","null","Jason Waterhouse/Lisa Darmanin","8/16/2016","Team"
"Sailing",41,"Sailing",38,"Nacra 17",647,"8/16/2016","Bronze",3,34,"Austria","AUT","null","Tanja Frank/Thomas Zajac","8/16/2016","Team"
"Gymnastics",29,"Artistic",2,"Women's floor",52,"8/16/2016","Gold",1,20,"United States","USA","null","Simone Biles","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's floor",52,"8/16/2016","Silver",2,20,"United States","USA","null","Alexandra Raisman","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's floor",52,"8/16/2016","Bronze",3,274,"Great Britain","GBR","null","Amy Tinkler","8/16/2016","Individual"
"Aquatics",16,"Synchronized swimming",44,"Women's duet",487,"8/16/2016","Gold",1,278,"Russia","RUS","null","Natalia Ishchenko/Svetlana Romashina","8/16/2016","Team"
"Aquatics",16,"Synchronized swimming",44,"Women's duet",487,"8/16/2016","Silver",2,63,"China","CHN","null","Xuechen Huang/Wenyan Sun","8/16/2016","Team"
"Aquatics",16,"Synchronized swimming",44,"Women's duet",487,"8/16/2016","Bronze",3,128,"Japan","JPN","null","Risako Mitsui/Yukiko Inui","8/16/2016","Team"
"Sailing",41,"Sailing",38,"Men's Finn",306,"8/16/2016","Gold",1,274,"Great Britain","GBR","null","Giles Scott","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Men's Finn",306,"8/16/2016","Silver",2,212,"Slovenia","SLO","null","Vasilij Žbogar","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Men's Finn",306,"8/16/2016","Bronze",3,20,"United States","USA","null","Caleb Paine","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's parallel bars",34,"8/16/2016","Gold",1,241,"Ukraine","UKR","null","Oleg Verniaiev","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's parallel bars",34,"8/16/2016","Silver",2,20,"United States","USA","null","Danell Leyva","8/16/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's parallel bars",34,"8/16/2016","Bronze",3,278,"Russia","RUS","null","David Belyavskiy","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Men's Laser",300,"8/16/2016","Gold",1,1,"Australia","AUS","null","Tom Burton","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Men's Laser",300,"8/16/2016","Silver",2,72,"Croatia","CRO","null","Tonci Stipanovic","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Men's Laser",300,"8/16/2016","Bronze",3,5,"New Zealand","NZL","null","Sam Meech","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Women's Laser Radial",350,"8/16/2016","Gold",1,15,"Netherlands","NED","null","Marit Bouwmeester","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Women's Laser Radial",350,"8/16/2016","Silver",2,13,"Ireland","IRL","null","Annalise Murphy","8/16/2016","Individual"
"Sailing",41,"Sailing",38,"Women's Laser Radial",350,"8/16/2016","Bronze",3,76,"Denmark","DEN","null","Anne-Marie Rindom","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Discus throw",127,"8/16/2016","Gold",1,72,"Croatia","CRO","null","Sandra Perkovic","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Discus throw",127,"8/16/2016","Silver",2,93,"France","FRA","null","Mélina Robert-Michon","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Discus throw",127,"8/16/2016","Bronze",3,73,"Cuba","CUB","null","Denia Caballero","8/16/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's Marathon 10 km",457,"8/16/2016","Gold",1,15,"Netherlands","NED","null","Ferry Weertman","8/16/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's Marathon 10 km",457,"8/16/2016","Silver",2,105,"Greece","GRE","null","Spyridon Gianniotis","8/16/2016","Individual"
"Aquatics",16,"Swimming",43,"Men's Marathon 10 km",457,"8/16/2016","Bronze",3,93,"France","FRA","null","Marc-Antoine Olivier","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Triple jump",72,"8/16/2016","Gold",1,20,"United States","USA","null","Christian Taylor","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Triple jump",72,"8/16/2016","Silver",2,20,"United States","USA","null","Will Claye","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Triple jump",72,"8/16/2016","Bronze",3,63,"China","CHN","null","Dong Bin","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 200 m",437,"8/16/2016","Gold",1,5,"New Zealand","NZL","null","Lisa Carrington","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 200 m",437,"8/16/2016","Silver",2,189,"Poland","POL","null","Marta Walczykiewicz","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-1 200 m",437,"8/16/2016","Bronze",3,35,"Azerbaijan","AZE","null","Inna Osypenko-Radomska","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-2 500 m",439,"8/16/2016","Gold",1,119,"Hungary","HUN","null","Danuta Kozák/Gabriella Szabó","8/16/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-2 500 m",439,"8/16/2016","Silver",2,102,"Germany","GER","null","Tina Dietze/Franziska Weber","8/16/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Women's K-2 500 m",439,"8/16/2016","Bronze",3,189,"Poland","POL","null","Beata Mikolajczyk/Karolina Naja","8/16/2016","Team"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 1000 m",419,"8/16/2016","Gold",1,102,"Germany","GER","null","Sebastian Brendel","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 1000 m",419,"8/16/2016","Silver",2,48,"Brazil","BRA","null","Isaquias Queiroz dos Santos","8/16/2016","Individual"
"Canoeing and kayaking",23,"Sprint",42,"Men's C-1 1000 m",419,"8/16/2016","Bronze",3,161,"Moldova","MDA","null","Serghei Tarnovschi","8/16/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Pole vault",70,"8/15/2016","Gold",1,48,"Brazil","BRA","null","Thiago Braz da Silva","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Pole vault",70,"8/15/2016","Silver",2,93,"France","FRA","null","Renaud Lavillenie","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's Pole vault",70,"8/15/2016","Bronze",3,20,"United States","USA","null","Sam Kendricks","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres",110,"8/15/2016","Gold",1,36,"Bahamas","BAH","null","Shaunae Miller","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres",110,"8/15/2016","Silver",2,20,"United States","USA","null","Allyson Felix","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 400 metres",110,"8/15/2016","Bronze",3,127,"Jamaica","JAM","null","Shericka Jackson","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 800 metres",57,"8/15/2016","Gold",1,14,"Kenya","KEN","null","David Rudisha","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 800 metres",57,"8/15/2016","Silver",2,24,"Algeria","ALG","null","Taoufik Makhloufi","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 800 metres",57,"8/15/2016","Bronze",3,20,"United States","USA","null","Clayton Murphy","8/15/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Heavyweight-105 kg",784,"8/15/2016","Gold",1,246,"Uzbekistan","UZB","null","Ruslan Nurudinov","8/15/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Heavyweight-105 kg",784,"8/15/2016","Silver",2,31,"Armenia","ARM","null","Simon Martirosyan","8/15/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Men's Heavyweight-105 kg",784,"8/15/2016","Bronze",3,130,"Kazakhstan","KAZ","null","Alexandr Zaichikov","8/15/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Heavyweight-91 kg",680,"8/15/2016","Gold",1,278,"Russia","RUS","null","Evgeny Tishchenko","8/15/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Heavyweight-91 kg",680,"8/15/2016","Silver",2,130,"Kazakhstan","KAZ","null","Vassiliy Levit","8/15/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Heavyweight-91 kg",680,"8/15/2016","Bronze",3,73,"Cuba","CUB","null","Erislandy Savon","8/15/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Heavyweight-91 kg",680,"8/15/2016","Bronze",3,246,"Uzbekistan","UZB","null","Rustam Tulaganov","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Super Heavyweight-130 kg",919,"8/15/2016","Gold",1,73,"Cuba","CUB","null","Mijain Lopez","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Super Heavyweight-130 kg",919,"8/15/2016","Silver",2,236,"Turkey","TUR","null","Riza Kayaalp","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Super Heavyweight-130 kg",919,"8/15/2016","Bronze",3,278,"Russia","RUS","null","Sergey Semenov","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Super Heavyweight-130 kg",919,"8/15/2016","Bronze",3,35,"Azerbaijan","AZE","null","Sabah Shariati","8/15/2016","Individual"
"Cycling",25,"Track",48,"Men's Omnium",513,"8/15/2016","Gold",1,125,"Italy","ITA","null","Elia Viviani","8/15/2016","Individual"
"Cycling",25,"Track",48,"Men's Omnium",513,"8/15/2016","Silver",2,274,"Great Britain","GBR","null","Mark Cavendish","8/15/2016","Individual"
"Cycling",25,"Track",48,"Men's Omnium",513,"8/15/2016","Bronze",3,76,"Denmark","DEN","null","Lasse Norman Hansen","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Middleweight-85 kg",882,"8/15/2016","Gold",1,278,"Russia","RUS","null","Davit Chakvetadze","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Middleweight-85 kg",882,"8/15/2016","Silver",2,241,"Ukraine","UKR","null","Zhan Beleniuk","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Middleweight-85 kg",882,"8/15/2016","Bronze",3,102,"Germany","GER","null","Denis Maksymilian Kudla","8/15/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Middleweight-85 kg",882,"8/15/2016","Bronze",3,39,"Belarus","BLR","null","Javid Hamzatov","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's balance beam",50,"8/15/2016","Gold",1,15,"Netherlands","NED","null","Sanne Wevers","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's balance beam",50,"8/15/2016","Silver",2,20,"United States","USA","null","Lauren Hernandez","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Women's balance beam",50,"8/15/2016","Bronze",3,20,"United States","USA","null","Simone Biles","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's vault",30,"8/15/2016","Gold",1,277,"DPR Korea","DPR","null","Ri Se gwang","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's vault",30,"8/15/2016","Silver",2,278,"Russia","RUS","null","Denis Ablyazin","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's vault",30,"8/15/2016","Bronze",3,128,"Japan","JPN","null","Kenzo Shirai","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's rings",33,"8/15/2016","Gold",1,105,"Greece","GRE","null","Eleftherios Petrounias","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's rings",33,"8/15/2016","Silver",2,48,"Brazil","BRA","null","Arthur Zanetti","8/15/2016","Individual"
"Gymnastics",29,"Artistic",2,"Men's rings",33,"8/15/2016","Bronze",3,278,"Russia","RUS","null","Denis Ablyazin","8/15/2016","Individual"
"Equestrian",26,"Dressage",14,"Individual dressage",178,"8/15/2016","Gold",1,274,"Great Britain","GBR","null","Charlotte Dujardin","8/15/2016","Individual"
"Equestrian",26,"Dressage",14,"Individual dressage",178,"8/15/2016","Silver",2,102,"Germany","GER","null","Isabell Werth","8/15/2016","Individual"
"Equestrian",26,"Dressage",14,"Individual dressage",178,"8/15/2016","Bronze",3,102,"Germany","GER","null","Kristina Sprehe","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Hammer throw",128,"8/15/2016","Gold",1,189,"Poland","POL","null","Anita Wlodarczyk","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Hammer throw",128,"8/15/2016","Silver",2,63,"China","CHN","null","Zhang Wenxiu","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Hammer throw",128,"8/15/2016","Bronze",3,274,"Great Britain","GBR","null","Sophie Hitchon","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 3000 metres steeplechase",118,"8/15/2016","Gold",1,37,"Bahrain","BRN","null","Ruth Jebet","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 3000 metres steeplechase",118,"8/15/2016","Silver",2,14,"Kenya","KEN","null","Hyvin Jepkemoi","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Women's 3000 metres steeplechase",118,"8/15/2016","Bronze",3,20,"United States","USA","null","Emma Coburn","8/15/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's Marathon 10 km",485,"8/15/2016","Gold",1,15,"Netherlands","NED","null","Sharon van Rouwendaal","8/15/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's Marathon 10 km",485,"8/15/2016","Silver",2,125,"Italy","ITA","null","Rachele Bruni","8/15/2016","Individual"
"Aquatics",16,"Swimming",43,"Women's Marathon 10 km",485,"8/15/2016","Bronze",3,48,"Brazil","BRA","null","Poliana Okimoto","8/15/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 100 metres",54,"8/14/2016","Gold",1,127,"Jamaica","JAM","null","Usain Bolt","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 100 metres",54,"8/14/2016","Silver",2,20,"United States","USA","null","Justin Gatlin","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 100 metres",54,"8/14/2016","Bronze",3,12,"Canada","CAN","null","Andre De Grasse","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres",56,"8/14/2016","Gold",1,7,"South Africa","RSA","null","Wayde van Niekerk","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres",56,"8/14/2016","Silver",2,107,"Grenada","GRN","null","Kirani James","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Men's 400 metres",56,"8/14/2016","Bronze",3,20,"United States","USA","null","LaShawn Merritt","8/14/2016","Individual"
"Tennis",7,"Tennis",47,"Women's doubles",509,"8/14/2016","Gold",1,278,"Russia","RUS","null","Ekaterina Makarova/Elena Vesnina","8/14/2016","Team"
"Tennis",7,"Tennis",47,"Women's doubles",509,"8/14/2016","Silver",2,225,"Switzerland","SUI","null","Timea Bacsinszky/Martina Hingis","8/14/2016","Team"
"Tennis",7,"Tennis",47,"Women's doubles",509,"8/14/2016","Bronze",3,75,"Czech Republic","CZE","null","Lucie Safarova/Barbora Strycova","8/14/2016","Team"
"Boxing",22,"Boxing",10,"Men's Light Flyweight-49 kg",689,"8/14/2016","Gold",1,246,"Uzbekistan","UZB","null","Hasanboy Dusmatov","8/14/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Flyweight-49 kg",689,"8/14/2016","Silver",2,66,"Colombia","COL","null","Yuberjen Martinez","8/14/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Flyweight-49 kg",689,"8/14/2016","Bronze",3,20,"United States","USA","null","Nico Hernández","8/14/2016","Individual"
"Boxing",22,"Boxing",10,"Men's Light Flyweight-49 kg",689,"8/14/2016","Bronze",3,73,"Cuba","CUB","null","Joahnys Argilagos","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Triple jump",125,"8/14/2016","Gold",1,66,"Colombia","COL","null","Caterine Ibargüen","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Triple jump",125,"8/14/2016","Silver",2,249,"Venezuela","VEN","null","Yulimar Rojas","8/14/2016","Individual"
"Athletics",18,"Athletics",3,"Women's Triple jump",125,"8/14/2016","Bronze",3,130,"Kazakhstan","KAZ","null","Olga Rypakova","8/14/2016","Individual"
"Tennis",7,"Tennis",47,"Mixed doubles",510,"8/14/2016","Gold",1,20,"United States","USA","null","Bethanie Mattek-Sands/Jack Sock","8/14/2016","Team"
"Tennis",7,"Tennis",47,"Mixed doubles",510,"8/14/2016","Silver",2,20,"United States","USA","null","Venus Williams/Rajeev Ram","8/14/2016","Team"
"Tennis",7,"Tennis",47,"Mixed doubles",510,"8/14/2016","Bronze",3,75,"Czech Republic","CZE","null","Lucie Hradecká/Radek Stepánek","8/14/2016","Team"
"Tennis",7,"Tennis",47,"Men's singles",503,"8/14/2016","Gold",1,274,"Great Britain","GBR","null","Andy Murray","8/14/2016","Individual"
"Tennis",7,"Tennis",47,"Men's singles",503,"8/14/2016","Silver",2,22,"Argentina","ARG","null","Juan Martín del Potro","8/14/2016","Individual"
"Tennis",7,"Tennis",47,"Men's singles",503,"8/14/2016","Bronze",3,128,"Japan","JPN","null","Kei Nishikori","8/14/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Women's +75 kg",569,"8/14/2016","Gold",1,63,"China","CHN","null","Meng Suping","8/14/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Women's +75 kg",569,"8/14/2016","Silver",2,277,"DPR Korea","DPR","null","Kim Kuk hyang","8/14/2016","Individual"
"Weightlifting",50,"Weightlifting",56,"Women's +75 kg",569,"8/14/2016","Bronze",3,20,"United States","USA","null","Sarah Robles","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Bantamweight-59 kg",916,"8/14/2016","Gold",1,73,"Cuba","CUB","null","Ismael Borrero Molina","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Bantamweight-59 kg",916,"8/14/2016","Silver",2,128,"Japan","JPN","null","Shinobu Ota","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Bantamweight-59 kg",916,"8/14/2016","Bronze",3,180,"Norway","NOR","null","Stig Andre Berge","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Bantamweight-59 kg",916,"8/14/2016","Bronze",3,246,"Uzbekistan","UZB","null","Elmurat Tasmuradov","8/14/2016","Individual"
"Fencing",27,"Fencing",16,"Men's Team Épée",187,"8/14/2016","Gold",1,93,"France","FRA","null","null","8/14/2016","Team"
"Fencing",27,"Fencing",16,"Men's Team Épée",187,"8/14/2016","Silver",2,125,"Italy","ITA","null","null","8/14/2016","Team"
"Fencing",27,"Fencing",16,"Men's Team Épée",187,"8/14/2016","Bronze",3,119,"Hungary","HUN","null","null","8/14/2016","Team"
"Wrestling",51,"Greco-Roman",22,"Men's Welterweight-75 kg",917,"8/14/2016","Gold",1,278,"Russia","RUS","null","Roman Vlasov","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Welterweight-75 kg",917,"8/14/2016","Silver",2,76,"Denmark","DEN","null","Mark Overgaard Madsen","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Welterweight-75 kg",917,"8/14/2016","Bronze",3,122,"Iran","IRI","null","Saeid Abdevali","8/14/2016","Individual"
"Wrestling",51,"Greco-Roman",22,"Men's Welterweight-75 kg",917,"8/14/2016","Bronze",3,281,"Republic of Korea","KOR","null","Kim Hyeonwoo","8/14/2016","Individual"
"Cycling",25,"Track",48,"Men's individual sprint",515,"8/14/2016","Gold",1,274,"Great Britain","GBR","null","Jason Kenny","8/14/2016","Individual"
"Cycling",25,"Track",48,"Men's individual sprint",515,"8/14/2016","Silver",2,274,"Great Britain","GBR","null","Callum Skinner","8/14/2016","Individual"
"Cycling",25,"Track",48,"Men's individual sprint",515,"8/14/2016","Bronze",3,278,"Russia","RUS","null","Denis Dmitriev","8/14/2016","Individual"
"Aquatics",16,"Diving",13,"Women's 3 metre springboard",171,"8/14/2016","Gold",1,63,"China","CHN","null","Shi Tingmao","8/14/2016","Individual"
