AC_NO,party_name,ST_CD,O.S.N.,NAME,EVM Votes,Postal Votes,VOTES,vote_percent,ST_NAME,AC_NAME,Migrant Votes,polled_votes,#,Vote %,Deposit Threshold,color_code,YEAR,PARTY,a_constituency,Category,District,p_constituency,Region
37,Bahujan Samaj Party,S01,1,BULLI RAJU PRATTIPATI,478,5,483,0.23,Andhra Pradesh,Pithapuram,0,207169,8,0.2331429895399408,0,#22409A,2024,BSP,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Indian National Congress,S01,2,MADEPALLI SATYANANDA RAO,1222,9,1231,0.59,Andhra Pradesh,Pithapuram,0,207169,5,0.5942008698212571,0,#3498DB,2024,INC,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Yuvajana Sramika Rythu Congress Party,S01,3,VANGA GEETHA VISWANATH,63556,559,64115,30.95,Andhra Pradesh,Pithapuram,0,207169,2,30.948163093899183,1,#08406F,2024,YSRCP,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Janasena Party,S01,4,KONIDALA PAWAN KALYAN,132725,1669,134394,64.87,Andhra Pradesh,Pithapuram,0,207169,1,64.87167481621285,1,#D22215,2024,JP,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Jaibhim Rao Bharat Party,S01,5,JAGGARAPU MALLIKHARJUNA,590,4,594,0.29,Andhra Pradesh,Pithapuram,0,207169,7,0.2867224343410452,0,#004274,2024,Others,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Bharatha Chaitanya Yuvajana Party,S01,6,TAMANNA SIMHADRI,247,0,247,0.12,Andhra Pradesh,Pithapuram,0,207169,14,0.119226332,0,#004274,2024,Others,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Telugu Janata Party,S01,7,PEDDIMSETTI VENKATESWARA RAO,288,1,289,0.14,Andhra Pradesh,Pithapuram,0,207169,10,0.1394996355632358,0,#004274,2024,Others,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Pyramid Party of India,S01,8,MADDURI VEERABABU,285,0,285,0.14,Andhra Pradesh,Pithapuram,0,207169,11,0.1375688447595924,0,#004274,2024,PPI,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Independent,S01,9,EETI JAGADEESH,1039,0,1039,0.5,Andhra Pradesh,Pithapuram,0,207169,6,0.5015229112463737,0,#CEB58C,2024,IND,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Independent,S01,10,YEDIDA BHASKARA RAO,421,2,423,0.2,Andhra Pradesh,Pithapuram,0,207169,9,0.2041811274852898,0,#CEB58C,2024,IND,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Independent,S01,11,GOWRI MANI BOLISETTI,1495,0,1495,0.72,Andhra Pradesh,Pithapuram,0,207169,4,0.7216330628617216,0,#CEB58C,2024,IND,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Independent,S01,12,NAGAM SURIBABU,265,0,265,0.13,Andhra Pradesh,Pithapuram,0,207169,13,0.1279148907413754,0,#CEB58C,2024,IND,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,Independent,S01,13,SAI SURYA NIKHIL VEGISETTI,282,0,282,0.14,Andhra Pradesh,Pithapuram,0,207169,12,0.1361207516568598,0,#CEB58C,2024,IND,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
37,None of the Above,S01,14,NOTA,2019,8,2027,0.98,Andhra Pradesh,Pithapuram,0,207169,3,0.97842824,0,#DDD1CA,2024,NOTA,Pithapuram,GEN,Kakinada,Kakinada,Coastal Andhra
38,Yuvajana Sramika Rythu Congress Party,S01,1,KURASALA KANNA BABU,61263,1111,62374,30.21,Andhra Pradesh,Kakinada Rural,0,206439,2,30.214252151967408,1,#08406F,2024,YSRCP,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Indian National Congress,S01,2,PILLI SATYA LAKSHMI,2132,73,2205,1.07,Andhra Pradesh,Kakinada Rural,0,206439,4,1.0681121299754406,0,#3498DB,2024,INC,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Bahujan Samaj Party,S01,3,SADHANALA RAJU,291,21,312,0.15,Andhra Pradesh,Kakinada Rural,0,206439,9,0.1511342333570691,0,#22409A,2024,BSP,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Telugu Nava Garjana Party,S01,4,KORAMATI MAHARSHI,223,0,223,0.11,Andhra Pradesh,Kakinada Rural,0,206439,13,0.108022224,0,#004274,2024,Others,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Jaibhim Rao Bharat Party,S01,5,DADALA BABJI,310,0,310,0.15,Andhra Pradesh,Kakinada Rural,0,206439,10,0.1501654241688828,0,#004274,2024,Others,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Janasena Party,S01,6,PANTAM VENKATESWARA RAO (PANTAM NANAJI),131202,3212,134414,65.11,Andhra Pradesh,Kakinada Rural,0,206439,1,65.11075911,1,#D22215,2024,JP,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Jatiya Jana Sena Party,S01,7,PATNALA VENKATESWARARAO,479,1,480,0.23,Andhra Pradesh,Kakinada Rural,0,206439,7,0.2325142051647218,0,#004274,2024,Others,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Liberation Congress Party,S01,8,PALIVELA SWAROOP,345,2,347,0.17,Andhra Pradesh,Kakinada Rural,0,206439,8,0.1680883941503301,0,#004274,2024,Others,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Navarang Congress Party,S01,9,MELAM VEERASWAMY,2358,7,2365,1.15,Andhra Pradesh,Kakinada Rural,0,206439,3,1.145616865030348,0,#004274,2024,Others,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,10,ANNAVARAM PITHANI,642,33,675,0.33,Andhra Pradesh,Kakinada Rural,0,206439,6,0.326973101,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,11,ANYAM VISWESWARA RAO,171,1,172,0.08,Andhra Pradesh,Kakinada Rural,0,206439,14,0.08331759,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,12,KARRI GOPALAKRISHNA,231,3,234,0.11,Andhra Pradesh,Kakinada Rural,0,206439,12,0.1133506750178018,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,13,CHAGANTI SURYANARAYANA MURTHY,161,0,161,0.08,Andhra Pradesh,Kakinada Rural,0,206439,15,0.07798914,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,14,MADIPALLI RAJU,148,1,149,0.07,Andhra Pradesh,Kakinada Rural,0,206439,16,0.072176285,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,Independent,S01,15,VELUGUBANTLA VEERABHADRARAO,233,2,235,0.11,Andhra Pradesh,Kakinada Rural,0,206439,11,0.11383508,0,#CEB58C,2024,IND,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
38,None of the Above,S01,16,NOTA,1744,39,1783,0.86,Andhra Pradesh,Kakinada Rural,0,206439,5,0.8636933912681228,0,#DDD1CA,2024,NOTA,Kakinada Rural,GEN,Kakinada,Kakinada,Coastal Andhra
39,Bahujan Samaj Party,S01,1,ARUN KUMAR PEYYALA,726,3,729,0.41,Andhra Pradesh,Peddapuram,0,178849,6,0.4076064165860586,0,#22409A,2024,BSP,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Telugu Desam,S01,2,CHINA RAJAPPA NIMMAKAYALA,104407,1278,105685,59.09,Andhra Pradesh,Peddapuram,0,178849,1,59.09174778723951,1,#AB9005,2024,TDP,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Indian National Congress,S01,3,THUMMALA DORABABU,2145,23,2168,1.21,Andhra Pradesh,Peddapuram,0,178849,3,1.2121957629061386,0,#3498DB,2024,INC,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Yuvajana Sramika Rythu Congress Party,S01,4,DAVULURI DORABABU,64699,535,65234,36.47,Andhra Pradesh,Peddapuram,0,178849,2,36.47434427925233,1,#08406F,2024,YSRCP,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,India Praja Bandhu Party,S01,5,KESAVARAPU RAMA MOHAN RAO,366,1,367,0.21,Andhra Pradesh,Peddapuram,0,178849,8,0.2052010355104026,0,#004274,2024,IPBP,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Jaibhim Rao Bharat Party,S01,6,BUNGA SATYANARAYANA,284,0,284,0.16,Andhra Pradesh,Peddapuram,0,178849,11,0.1587931718936086,0,#004274,2024,Others,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Independent,S01,7,GANGAVARAPU LAVANYA,294,1,295,0.16,Andhra Pradesh,Peddapuram,0,178849,10,0.1649436116500511,0,#CEB58C,2024,IND,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Independent,S01,8,DUVVADA KANNAYYA@KANNABABU,1225,2,1227,0.69,Andhra Pradesh,Peddapuram,0,178849,5,0.686053598,0,#CEB58C,2024,IND,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Independent,S01,9,MOTUPALLI SIVA KUMAR,480,0,480,0.27,Andhra Pradesh,Peddapuram,0,178849,7,0.2683828257356764,0,#CEB58C,2024,IND,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,Independent,S01,10,RAYUDU MOJESH BABU,360,0,360,0.2,Andhra Pradesh,Peddapuram,0,178849,9,0.2012871193017573,0,#CEB58C,2024,IND,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
39,None of the Above,S01,11,NOTA,2009,11,2020,1.13,Andhra Pradesh,Peddapuram,0,178849,4,1.1294443916376384,0,#DDD1CA,2024,NOTA,Peddapuram,GEN,Kakinada,Kakinada,Coastal Andhra
40,Indian National Congress,S01,1,YELLA SRINIVASA RAO,1276,24,1300,0.66,Andhra Pradesh,Anaparthy,0,196754,4,0.6607235431045875,0,#3498DB,2024,INC,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Bahujan Samaj Party,S01,2,KOLLAM SRINU,306,2,308,0.16,Andhra Pradesh,Anaparthy,0,196754,6,0.1565406548278561,0,#22409A,2024,BSP,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Bharatiya Janata Party,S01,3,RAMAKRISHNA REDDY NALLAMILLI,104705,1015,105720,53.73,Andhra Pradesh,Anaparthy,0,196754,1,53.73207152,1,#00A951,2024,BJP,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Yuvajana Sramika Rythu Congress Party,S01,4,DOCTOR.SATHI SURYANARAYANA REDDY,84138,732,84870,43.14,Andhra Pradesh,Anaparthy,0,196754,2,43.135082387143335,1,#08406F,2024,YSRCP,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Akhil Bharatiya Jan Sangh,S01,5,KOVVURI SIVANANDA REDDY,289,1,290,0.15,Andhra Pradesh,Anaparthy,0,196754,7,0.1473921750002541,0,#004274,2024,ABJS,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Jaibhim Rao Bharat Party,S01,6,GANGADHAR LINGAM,269,2,271,0.14,Andhra Pradesh,Anaparthy,0,196754,10,0.1377354462933409,0,#004274,2024,Others,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Liberation Congress Party,S01,7,SHEK SARDHAR HUSSEN,284,1,285,0.14,Andhra Pradesh,Anaparthy,0,196754,8,0.144850931,0,#004274,2024,Others,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Independent,S01,8,CHELLE SRINU,275,3,278,0.14,Andhra Pradesh,Anaparthy,0,196754,9,0.1412931884485194,0,#CEB58C,2024,IND,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,Independent,S01,9,PULAGAM SURREDDY,327,0,327,0.17,Andhra Pradesh,Anaparthy,0,196754,5,0.1661973835347693,0,#CEB58C,2024,IND,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
40,None of the Above,S01,10,NOTA,3093,12,3105,1.58,Andhra Pradesh,Anaparthy,0,196754,3,1.5781127702613416,0,#DDD1CA,2024,NOTA,Anaparthy,GEN,East Godavari,Rajahmundry,Coastal Andhra
41,Bahujan Samaj Party,S01,1,KAMBHAM RAJU BABU,423,9,432,0.24,Andhra Pradesh,Kakinada City,0,177184,6,0.2438143398952501,0,#22409A,2024,BSP,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Indian National Congress,S01,2,CHEKKA NOOKARAJU,2100,38,2138,1.21,Andhra Pradesh,Kakinada City,0,177184,3,1.2066552284630667,0,#3498DB,2024,INC,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Yuvajana Sramika Rythu Congress Party,S01,3,DWARAMPUDI CHANDRASEKHARA REDDY,55590,852,56442,31.86,Andhra Pradesh,Kakinada City,0,177184,2,31.85502076936969,1,#08406F,2024,YSRCP,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Telugu Desam,S01,4,VANAMADI VENKATESWARA RAO @ KONDABABU,111068,1946,113014,63.78,Andhra Pradesh,Kakinada City,0,177184,1,63.78341159472639,1,#AB9005,2024,TDP,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Telugu Nava Garjana Party,S01,5,KATRU NAGABABU,325,2,327,0.18,Andhra Pradesh,Kakinada City,0,177184,8,0.18455391,0,#004274,2024,Others,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Jaibhim Rao Bharat Party,S01,6,CHAKRAVARTHI GINJALA,107,2,109,0.06,Andhra Pradesh,Kakinada City,0,177184,15,0.06151797,0,#004274,2024,Others,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Telugu Janata Party,S01,7,MUNAGALA SAI GOPI,100,0,100,0.06,Andhra Pradesh,Kakinada City,0,177184,16,0.056438505,0,#004274,2024,Others,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Pyramid Party of India,S01,8,LEELA SURYA KIRAN YANAMANDRA,259,1,260,0.15,Andhra Pradesh,Kakinada City,0,177184,10,0.1467401119739931,0,#004274,2024,PPI,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Navarang Congress Party,S01,9,M.VENKATESWARA RAO (BANDABABU),1708,2,1710,0.97,Andhra Pradesh,Kakinada City,0,177184,4,0.9650984287520318,0,#004274,2024,Others,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Jatiya Jana Sena Party,S01,10,V.VENKATESWARA RAO (KONDABABU),286,4,290,0.16,Andhra Pradesh,Kakinada City,0,177184,9,0.1636716633556077,0,#004274,2024,Others,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Independent,S01,11,KASIMKOTA CHANDRASEKHAR,118,0,118,0.07,Andhra Pradesh,Kakinada City,0,177184,13,0.066597435,0,#CEB58C,2024,IND,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Independent,S01,12,M.PRABHAKARA RAO,114,2,116,0.07,Andhra Pradesh,Kakinada City,0,177184,14,0.065468665,0,#CEB58C,2024,IND,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Independent,S01,13,B.BAIRAVASWAMY,138,1,139,0.08,Andhra Pradesh,Kakinada City,0,177184,12,0.078449521,0,#CEB58C,2024,IND,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Independent,S01,14,T.SRINIVASA RAO,372,0,372,0.21,Andhra Pradesh,Kakinada City,0,177184,7,0.2099512371320209,0,#CEB58C,2024,IND,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,Independent,S01,15,SATISH KUMAR,171,0,171,0.1,Andhra Pradesh,Kakinada City,0,177184,11,0.096509843,0,#CEB58C,2024,IND,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
41,None of the Above,S01,16,NOTA,1419,27,1446,0.82,Andhra Pradesh,Kakinada City,0,177184,5,0.8161007765938234,0,#DDD1CA,2024,NOTA,Kakinada City,GEN,Kakinada,Kakinada,Coastal Andhra
42,Indian National Congress,S01,1,KOTA. SRINIVAS RAO,1157,16,1173,0.67,Andhra Pradesh,Ramachandrapuram,0,175388,5,0.6688028827513856,0,#3498DB,2024,INC,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Yuvajana Sramika Rythu Congress Party,S01,2,PILLI SURYA PRAKASH,70629,732,71361,40.69,Andhra Pradesh,Ramachandrapuram,0,175388,2,40.68750427623326,1,#08406F,2024,YSRCP,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Bahujan Samaj Party,S01,3,MATHA RANI SUBRAHMANYAM,1188,18,1206,0.69,Andhra Pradesh,Ramachandrapuram,0,175388,4,0.6876183091203503,0,#22409A,2024,BSP,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Telugu Desam,S01,4,VASAMSETTI. SUBASH,96149,1503,97652,55.68,Andhra Pradesh,Ramachandrapuram,0,175388,1,55.677697447943984,1,#AB9005,2024,TDP,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Pyramid Party of India,S01,5,JUTTUKA VENKATARAO,490,1,491,0.28,Andhra Pradesh,Ramachandrapuram,0,175388,7,0.2799507377927794,0,#004274,2024,PPI,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Bharatha Chaitanya Yuvajana Party,S01,6,BARLA SRINIVAS YADAV,92,1,93,0.05,Andhra Pradesh,Ramachandrapuram,0,175388,11,0.053025292,0,#004274,2024,Others,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,7,KATE SUBRAHMANYAM,52,1,53,0.03,Andhra Pradesh,Ramachandrapuram,0,175388,14,0.030218715,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,8,KOYYA BANGARU BABU,52,2,54,0.03,Andhra Pradesh,Ramachandrapuram,0,175388,13,0.03078888,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,9,CHANDRA SEKHAR MADIKI,78,0,78,0.04,Andhra Pradesh,Ramachandrapuram,0,175388,12,0.044472826,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,10,JHAI SREE SUREYENDRA NADHA BABUJI SREEGUTHULA,1070,9,1079,0.62,Andhra Pradesh,Ramachandrapuram,0,175388,6,0.6152074258216069,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,11,YARRAMSETTI RAMARAJU,245,1,246,0.14,Andhra Pradesh,Ramachandrapuram,0,175388,8,0.1402604511141013,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,12,LANKA. PRAVEEN KUMAR,121,1,122,0.07,Andhra Pradesh,Ramachandrapuram,0,175388,10,0.069560061,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,Independent,S01,13,SUJATA CHEKKA,172,0,172,0.1,Andhra Pradesh,Ramachandrapuram,0,175388,9,0.098068283,0,#CEB58C,2024,IND,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
42,None of the Above,S01,14,NOTA,1595,13,1608,0.92,Andhra Pradesh,Ramachandrapuram,0,175388,3,0.9168244121604672,0,#DDD1CA,2024,NOTA,Ramachandrapuram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Telugu Desam,S01,1,DATLA SUBBARAJU (BUCHIBABU),117233,1454,118687,57.25,Andhra Pradesh,Mummidivaram,0,207321,1,57.24793918609306,1,#AB9005,2024,TDP,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Indian National Congress,S01,2,PALEPU DHARMA RAO,1330,12,1342,0.65,Andhra Pradesh,Mummidivaram,0,207321,5,0.6473053863332706,0,#3498DB,2024,INC,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Yuvajana Sramika Rythu Congress Party,S01,3,PONNADA VENKATA SATISH KUMAR,79298,653,79951,38.56,Andhra Pradesh,Mummidivaram,0,207321,2,38.56386955494137,1,#08406F,2024,YSRCP,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Bahujan Samaj Party,S01,4,BHIMARAO VAKAPALLI,2746,36,2782,1.34,Andhra Pradesh,Mummidivaram,0,207321,3,1.3418804655582406,0,#22409A,2024,BSP,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Republican Party of India,S01,5,DADALA RAMA KRISHNA,263,6,269,0.13,Andhra Pradesh,Mummidivaram,0,207321,9,0.1297504835496645,0,#004274,2024,RPI,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,All India Forward Bloc,S01,6,PEMMADI SWAMI,107,0,107,0.05,Andhra Pradesh,Mummidivaram,0,207321,13,0.051610787,0,#004274,2024,AIFB,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Jai Bharat National Party,S01,7,BABJI VANACHARLA,93,1,94,0.05,Andhra Pradesh,Mummidivaram,0,207321,15,0.045340318,0,#004274,2024,Others,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Telugu Nava Garjana Party,S01,8,MALLADI KRISHNARAO,152,1,153,0.07,Andhra Pradesh,Mummidivaram,0,207321,12,0.073798602,0,#004274,2024,Others,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Pyramid Party of India,S01,9,R. MAHA LAKSHMI,200,0,200,0.1,Andhra Pradesh,Mummidivaram,0,207321,11,0.096468761,0,#004274,2024,PPI,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,10,ANGADI REVATHI,743,3,746,0.36,Andhra Pradesh,Mummidivaram,0,207321,6,0.3598284785429358,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,11,TEKUMUDI VENKATA RAO,98,0,98,0.05,Andhra Pradesh,Mummidivaram,0,207321,14,0.047269693,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,12,DONGA SATYA RAM,93,1,94,0.05,Andhra Pradesh,Mummidivaram,0,207321,15,0.045340318,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,13,RAVI KUMAR CHEEKURUMELLI,205,0,205,0.1,Andhra Pradesh,Mummidivaram,0,207321,10,0.09888048,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,14,RAYUDU SRIRAMA CHANDRA MURTHY,446,1,447,0.22,Andhra Pradesh,Mummidivaram,0,207321,7,0.2156076808427511,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,Independent,S01,15,SATTIRAJU SWAMY,281,0,281,0.14,Andhra Pradesh,Mummidivaram,0,207321,8,0.1355386092098726,0,#CEB58C,2024,IND,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
43,None of the Above,S01,16,NOTA,1857,8,1865,0.9,Andhra Pradesh,Mummidivaram,0,207321,4,0.8995711963573396,0,#DDD1CA,2024,NOTA,Mummidivaram,GEN,Konaseema,Amalapuram,Coastal Andhra
44,Telugu Desam,S01,1,AITHABATHULA ANANDARAO,102426,1596,104022,58.56,Andhra Pradesh,Amalapuram,0,177636,1,58.55907586300074,1,#AB9005,2024,TDP,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Indian National Congress,S01,2,AITHABATHULA SUBHASHINI,1327,30,1357,0.76,Andhra Pradesh,Amalapuram,0,177636,5,0.7639217275777432,0,#3498DB,2024,INC,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Bahujan Samaj Party,S01,3,MOHAN BABU POLAMURI,1971,20,1991,1.12,Andhra Pradesh,Amalapuram,0,177636,4,1.120831363012002,0,#22409A,2024,BSP,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Yuvajana Sramika Rythu Congress Party,S01,4,VISWARUPU PINIPE,64594,800,65394,36.81,Andhra Pradesh,Amalapuram,0,177636,2,36.81348375329325,1,#08406F,2024,YSRCP,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Jatiya Jana Sena Party,S01,5,AITABATHULA ABHIMANYUDU,278,1,279,0.16,Andhra Pradesh,Amalapuram,0,177636,9,0.1570627575491454,0,#004274,2024,Others,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Navarang Congress Party,S01,6,AITABATTULA ANANDA BABU,125,0,125,0.07,Andhra Pradesh,Amalapuram,0,177636,11,0.070368619,0,#004274,2024,Others,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Liberation Congress Party,S01,7,ISWARYA BOJJA,95,3,98,0.06,Andhra Pradesh,Amalapuram,0,177636,13,0.055168997,0,#004274,2024,Others,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Loktantrik Janta Dal,S01,8,JANGA RAJENDRAKUMAR,784,11,795,0.45,Andhra Pradesh,Amalapuram,0,177636,6,0.4475444166722961,0,#004274,2024,Others,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Jai Bharat National Party,S01,9,DEVARAPALLI RAJIV,90,0,90,0.05,Andhra Pradesh,Amalapuram,0,177636,14,0.050665406,0,#004274,2024,Others,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Independent,S01,10,CHUTTUGULLA VEERA VENKATA SATYANARAYANA,309,6,315,0.18,Andhra Pradesh,Amalapuram,0,177636,8,0.1773289198135513,0,#CEB58C,2024,IND,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Independent,S01,11,PARAMATA SYAMKUMAR,768,25,793,0.45,Andhra Pradesh,Amalapuram,0,177636,7,0.4464185187687181,0,#CEB58C,2024,IND,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Independent,S01,12,BEERA RAMARAO,100,0,100,0.06,Andhra Pradesh,Amalapuram,0,177636,12,0.056294895,0,#CEB58C,2024,IND,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,Independent,S01,13,VARASALA SATYANARAYANA,143,1,144,0.08,Andhra Pradesh,Amalapuram,0,177636,10,0.081064649,0,#CEB58C,2024,IND,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
44,None of the Above,S01,14,NOTA,2105,28,2133,1.2,Andhra Pradesh,Amalapuram,0,177636,3,1.2007701141660474,0,#DDD1CA,2024,NOTA,Amalapuram,SC,Konaseema,Amalapuram,Coastal Andhra
45,Yuvajana Sramika Rythu Congress Party,S01,1,GOLLAPALLI SURYA RAO,55711,792,56503,35.57,Andhra Pradesh,Razole,0,158840,2,35.57227398640141,1,#08406F,2024,YSRCP,Razole,SC,Konaseema,Amalapuram,Coastal Andhra
45,Bahujan Samaj Party,S01,2,PULAPAKURA LILINI ASHA RANI,1066,29,1095,0.69,Andhra Pradesh,Razole,0,158840,5,0.6893729539158902,0,#22409A,2024,BSP,Razole,SC,Konaseema,Amalapuram,Coastal Andhra
