sub_name,pc,party,age,category,color,electors,name,polled_votes,rank,sex,state,votes,year,poll_date,education,gender,assets,criminal_cases
vijaysampla,Hoshiarpur,Bharatiya Janata Party,52,GEN,#FB7B0D,,VIJAY SAMPLA,961297,1,,Punjab,346643,2014,30-04-2014,10th,Male,15164322,0
premsinghchandumajra,Anandpur Sahib,Shiromani Akali Dal,64,GEN,#999,,PREM SINGH CHANDUMAJRA,1086563,1,,Punjab,347394,2014,30-04-2014,Post Graduate,Male,141599902,0
ravneetsinghbittu,Ludhiana,Indian National Congress,38,GEN,#019733,,RAVNEET SINGH BITTU,1100457,1,,Punjab,300459,2014,30-04-2014,12th,Male,31509170,0
harindersinghkhalsa,Fatehgarh Sahib,Aam Aadmi Party,67,GEN,#999,,HARINDER SINGH KHALSA,1030954,1,,Punjab,367293,2014,30-04-2014,Post Graduate,Male,35588128,0
profsadhusingh,Faridkot,Aam Aadmi Party,73,GEN,#999,,PROF. SADHU SINGH,1032107,1,,Punjab,450751,2014,30-04-2014,Post Graduate,Male,5879516,0
shersinghghubaya,Firozpur,Shiromani Akali Dal,51,GEN,#999,,SHER SINGH GHUBAYA,1105412,1,,Punjab,487932,2014,30-04-2014,10th,Male,96121057,0
harsimratkaurbadal,Bathinda,Shiromani Akali Dal,47,GEN,#999,,HARSIMRAT KAUR BADAL,1176767,1,,Punjab,514727,2014,30-04-2014,10th,Female,1081664910,0
bhagwantmann,Sangrur,Aam Aadmi Party,41,GEN,#999,,BHAGWANT MANN,1099467,1,,Punjab,533237,2014,30-04-2014,12th,Male,43057512,0
drdharamviragandhi,Patiala,Aam Aadmi Party,63,GEN,#999,,DR. DHARAM VIRA GANDHI,1120933,1,,Punjab,365671,2014,30-04-2014,Graduate Professional,Male,45115421,0
nihalchand,Ganganagar,Bharatiya Janata Party,43,GEN,#FB7B0D,,NIHALCHAND,1256806,1,,Rajasthan,658130,2014,17-04-2014,Graduate,Male,10861172,0
arjunrammeghwal,Bikaner,Bharatiya Janata Party,60,GEN,#FB7B0D,,ARJUN RAM MEGHWAL,929751,1,,Rajasthan,584932,2014,17-04-2014,Post Graduate,Male,18142863,0
rahulkaswan,Churu,Bharatiya Janata Party,37,GEN,#FB7B0D,,RAHUL KASWAN,1131104,1,,Rajasthan,595756,2014,17-04-2014,Graduate,Male,25721266,0
santoshahlawat,Jhunjhunu,Bharatiya Janata Party,57,GEN,#FB7B0D,,SANTOSH AHLAWAT,1006465,1,,Rajasthan,488182,2014,17-04-2014,Post Graduate,Female,35897048,0
sumedhanandsaraswati,Sikar,Bharatiya Janata Party,62,GEN,#FB7B0D,,SUMEDHANAND SARASWATI,1065750,1,,Rajasthan,499428,2014,17-04-2014,Others,Male,34311,0
rajyavardhansinghrathore,Jaipur Rural,Bharatiya Janata Party,44,GEN,#FB7B0D,,RAJYAVARDHAN SINGH RATHORE,1013691,1,,Rajasthan,632930,2014,17-04-2014,Graduate,Male,83734044,0
ramcharanbohara,Jaipur,Bharatiya Janata Party,56,GEN,#FB7B0D,,RAMCHARAN BOHARA,1296806,1,,Rajasthan,863358,2014,17-04-2014,12th,Male,135809546,0
chandnath,Alwar,Bharatiya Janata Party,,,#FB7B0D,,CHAND NATH,1062305,1,,Rajasthan,642278,2014,,,,,
bahadursingh,Bharatpur,Bharatiya Janata Party,56,GEN,#FB7B0D,,BAHADUR SINGH,962432,1,,Rajasthan,579825,2014,24-04-2014,Literate,Male,19142363,0
manojrajoria,Karauli-Dholpur,Bharatiya Janata Party,43,GEN,#FB7B0D,,MANOJ RAJORIA,845941,1,,Rajasthan,402407,2014,24-04-2014,12th,Male,28636113,0
harishchandrameena,Dausa,Bharatiya Janata Party,,,#FB7B0D,,HARISH CHANDRA MEENA,930492,1,,Rajasthan,315059,2014,,,,,
sukhbirsinghjaunapuria,Tonk-Sawai Madhopur,Bharatiya Janata Party,56,GEN,#FB7B0D,,SUKHBIR SINGH JAUNAPURIA,1043040,1,,Rajasthan,548179,2014,24-04-2014,12th,Male,714124612,0
sanwarlaljat,Ajmer,Bharatiya Janata Party,59,GEN,#FB7B0D,,SANWAR LAL JAT,1156314,1,,Rajasthan,637874,2014,17-04-2014,Doctorate,Male,18064656,0
crchoudhary,Nagaur,Bharatiya Janata Party,66,GEN,#FB7B0D,,C R CHOUDHARY,1004019,1,,Rajasthan,414791,2014,17-04-2014,Post Graduate,Male,17921949,0
ppchoudhary,Pali,Bharatiya Janata Party,60,GEN,#FB7B0D,,P P CHOUDHARY,1095587,1,,Rajasthan,711772,2014,17-04-2014,Graduate Professional,Male,353503467,0
gajendrasinghshekhawat,Jodhpur,Bharatiya Janata Party,46,GEN,#FB7B0D,,GAJENDRASINGH SHEKHAWAT,1078598,1,,Rajasthan,713515,2014,17-04-2014,Post Graduate,Male,143491494,0
colsonaram,Barmer,Bharatiya Janata Party,73,GEN,#FB7B0D,,COL. SONA RAM,1219119,1,,Rajasthan,488747,2014,17-04-2014,Graduate Professional,Male,174678454,1
devjipatel,Jalore,Bharatiya Janata Party,37,GEN,#FB7B0D,,DEVJI PATEL,1087272,1,,Rajasthan,580508,2014,17-04-2014,10th,Male,51846777,0
arjunlalmeena,Udaipur,Bharatiya Janata Party,49,GEN,#FB7B0D,,ARJUNLAL MEENA,1193202,1,,Rajasthan,660373,2014,17-04-2014,Post Graduate,Male,17049951,0
manshankarninama,Banswara,Bharatiya Janata Party,58,GEN,#FB7B0D,,MANSHANKAR NINAMA,1171188,1,,Rajasthan,577433,2014,17-04-2014,8th,Male,4040285,0
chandraprakashjoshi,Chittorgarh,Bharatiya Janata Party,,,#FB7B0D,,CHANDRA PRAKASH JOSHI,1172629,1,,Rajasthan,703236,2014,,,,,
hariomsinghrathore,Rajsamand,Bharatiya Janata Party,56,GEN,#FB7B0D,,HARIOM SINGH RATHORE,982119,1,,Rajasthan,644794,2014,17-04-2014,Graduate,Male,188310824,0
subhashbaheria,Bhilwara,Bharatiya Janata Party,,,#FB7B0D,,SUBHASH BAHERIA,1104090,1,,Rajasthan,630317,2014,,,,,
ombirla,Kota,Bharatiya Janata Party,51,GEN,#FB7B0D,,OM BIRLA,1154960,1,,Rajasthan,644822,2014,17-04-2014,Post Graduate,Male,25870497,2
dushyantsingh,Jhalawar-Baran,Bharatiya Janata Party,,,#FB7B0D,,DUSHYANT SINGH,1146364,1,,Rajasthan,676102,2014,,,,,
premdasrai,Sikkim,Sikkim Democratic Front,59,GEN,#999,,PREM DAS RAI,308967,1,,Sikkim,163698,2014,12-04-2014,Post Graduate,Male,32389223,0
venugopalpdr,Thiruvallur,All India Anna Dravida Munnetra Kazhagam,61,GEN,#9DBC2A,,VENUGOPAL.P.(DR),1254440,1,,Tamil Nadu,628499,2014,24-04-2014,Graduate Professional,Male,28643502,0
venkateshbabutg,Chennai North,All India Anna Dravida Munnetra Kazhagam,53,GEN,#9DBC2A,,VENKATESH BABU .T.G,910114,1,,Tamil Nadu,406704,2014,24-04-2014,Post Graduate,Male,37038275,0
drjjayavardhan,Chennai South,All India Anna Dravida Munnetra Kazhagam,26,GEN,#9DBC2A,,DR. J. JAYAVARDHAN,1081163,1,,Tamil Nadu,438404,2014,24-04-2014,Graduate Professional,Male,33959072,0
srvijayakumar,Chennai Central,All India Anna Dravida Munnetra Kazhagam,40,GEN,#9DBC2A,,S.R. VIJAYAKUMAR,814894,1,,Tamil Nadu,333296,2014,24-04-2014,Graduate Professional,Male,13401510,0
ramachandranknthiru,Sriperumbudur,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"RAMACHANDRAN, K.N. THIRU",1286647,1,,Tamil Nadu,545820,2014,,,,,
maragathamk,Kancheepuram,All India Anna Dravida Munnetra Kazhagam,32,GEN,#9DBC2A,,MARAGATHAM  K,1128399,1,,Tamil Nadu,499395,2014,24-04-2014,12th,Female,18949050,0
harig,Arakkonam,All India Anna Dravida Munnetra Kazhagam,53,GEN,#9DBC2A,,"HARI, G.",1089052,1,,Tamil Nadu,493534,2014,24-04-2014,Post Graduate,Male,32966706,4
senguttuvanb,Vellore,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"SENGUTTUVAN, B.",974770,1,,Tamil Nadu,383719,2014,,,,,
ashokkumark,Krishnagiri,All India Anna Dravida Munnetra Kazhagam,60,GEN,#9DBC2A,,ASHOK KUMAR.K,1068391,1,,Tamil Nadu,480491,2014,24-04-2014,10th,Male,1176436,3
anbumaniramadoss,Dharmapuri,Pattali Makkal Katchi,45,GEN,#999,,ANBUMANI RAMADOSS,1101345,1,,Tamil Nadu,468194,2014,24-04-2014,Graduate Professional,Male,314378451,8
vanarojar,Tiruvannamalai,All India Anna Dravida Munnetra Kazhagam,55,GEN,#9DBC2A,,VANAROJA R,1067447,1,,Tamil Nadu,500751,2014,24-04-2014,Post Graduate,Female,3700000,0
velumalai,Arani,All India Anna Dravida Munnetra Kazhagam,58,GEN,#9DBC2A,,V.ELUMALAI,1096046,1,,Tamil Nadu,502721,2014,24-04-2014,Graduate Professional,Male,70492462,0
rajendrans,Viluppuram,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,RAJENDRAN S,1067641,1,,Tamil Nadu,482704,2014,,,,,
kamarajk,Kallakurichi,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,KAMARAJ. K,1107241,1,,Tamil Nadu,533383,2014,,,,,
pannerselvamv,Salem,All India Anna Dravida Munnetra Kazhagam,55,GEN,#9DBC2A,,PANNERSELVAM.V,1150296,1,,Tamil Nadu,556546,2014,24-04-2014,Graduate Professional,Male,32268097,0
sundarampr,Namakkal,All India Anna Dravida Munnetra Kazhagam,62,GEN,#9DBC2A,,SUNDARAM P.R,1058755,1,,Tamil Nadu,563272,2014,24-04-2014,Graduate,Male,126539914,0
selvakumarachinnayans,Erode,All India Anna Dravida Munnetra Kazhagam,55,GEN,#9DBC2A,,SELVAKUMARA CHINNAYAN S,1008582,1,,Tamil Nadu,466995,2014,24-04-2014,Post Graduate,Male,47459708,0
vsathyabama,Tiruppur,All India Anna Dravida Munnetra Kazhagam,43,GEN,#9DBC2A,,V.SATHYABAMA,1050190,1,,Tamil Nadu,442778,2014,24-04-2014,Post Graduate,Female,28108573,2
gopalakrishnanc,Nilgiris,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"GOPALAKRISHNAN, C.",933076,1,,Tamil Nadu,463700,2014,,,,,
nagarajanp,Coimbatore,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"NAGARAJAN, P.",1176620,1,,Tamil Nadu,431717,2014,,,,,
mahendranc,Pollachi,All India Anna Dravida Munnetra Kazhagam,42,GEN,#9DBC2A,,MAHENDRAN.C,1012667,1,,Tamil Nadu,417092,2014,24-04-2014,Post Graduate,Male,231430367,0
udhayakumarm,Dindigul,All India Anna Dravida Munnetra Kazhagam,45,GEN,#9DBC2A,,UDHAYA KUMAR .M,1083364,1,,Tamil Nadu,510462,2014,24-04-2014,Post Graduate,Male,27810000,0
thambiduraim,Karur,All India Anna Dravida Munnetra Kazhagam,67,GEN,#9DBC2A,,"THAMBIDURAI,M.",1046534,1,,Tamil Nadu,540722,2014,24-04-2014,Doctorate,Male,132457262,2
kumarp,Tiruchirappalli,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,KUMAR.P,988250,1,,Tamil Nadu,458478,2014,,,,,
marutharajaarp,Perambalur,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"MARUTHARAJAA, R.P.",1030826,1,,Tamil Nadu,462693,2014,,,,,
arunmozhithevana,Cuddalore,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,ARUNMOZHITHEVAN.A,984538,1,,Tamil Nadu,481429,2014,,,,,
chandrakasim,Chidambaram,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"CHANDRAKASI, M",1088423,1,,Tamil Nadu,429536,2014,,,,,
bharathimohanrk,Mayiladuthurai,All India Anna Dravida Munnetra Kazhagam,47,GEN,#9DBC2A,,BHARATHI MOHAN R.K,1025538,1,,Tamil Nadu,513729,2014,24-04-2014,12th,Male,7378589,1
gopaldrk,Nagapattinam,All India Anna Dravida Munnetra Kazhagam,54,GEN,#9DBC2A,,GOPAL. DR. K,942202,1,,Tamil Nadu,434174,2014,24-04-2014,Graduate Professional,Male,19074709,0
parasuramank,Thanjavur,All India Anna Dravida Munnetra Kazhagam,53,GEN,#9DBC2A,,PARASURAMAN.K,1012258,1,,Tamil Nadu,510307,2014,24-04-2014,12th,Male,146049347,0
senthilnathanpr,Sivaganga,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,SENTHILNATHAN PR,1027036,1,,Tamil Nadu,475993,2014,,,,,
rgopalakrishnan,Madurai,All India Anna Dravida Munnetra Kazhagam,45,GEN,#9DBC2A,,R.GOPALAKRISHNAN,978346,1,,Tamil Nadu,454167,2014,24-04-2014,Graduate,Male,72503060,0
parthipanr,Theni,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,"PARTHIPAN, R.",1075583,1,,Tamil Nadu,571254,2014,,,,,
radhakrishnant,Virudhunagar,All India Anna Dravida Munnetra Kazhagam,,,#9DBC2A,,RADHAKRISHNAN T,1010930,1,,Tamil Nadu,406694,2014,,,,,
anwharraajhaaa,Ramanathapuram,All India Anna Dravida Munnetra Kazhagam,65,GEN,#9DBC2A,,ANWHAR RAAJHAA.A,1001048,1,,Tamil Nadu,405945,2014,24-04-2014,Graduate,Male,33582876,0
jeyasinghthiyagarajnatterjeej,Thoothukkudi,All India Anna Dravida Munnetra Kazhagam,60,GEN,#9DBC2A,,JEYASINGH THIYAGARAJ NATTERJEE.J,916778,1,,Tamil Nadu,366052,2014,24-04-2014,Post Graduate,Male,9822294,0
vasanthim,Tenkasi,All India Anna Dravida Munnetra Kazhagam,52,GEN,#9DBC2A,,VASANTHI.M,1017938,1,,Tamil Nadu,424586,2014,24-04-2014,Post Graduate,Female,24014922,0
prabakarankrp,Tirunelveli,All India Anna Dravida Munnetra Kazhagam,34,GEN,#9DBC2A,,PRABAKARAN.K.R.P,962330,1,,Tamil Nadu,398139,2014,24-04-2014,Graduate Professional,Male,2764500,0
radhakrishnanp,Kanniyakumari,Bharatiya Janata Party,62,GEN,#FB7B0D,,RADHAKRISHNAN P.,990742,1,,Tamil Nadu,372906,2014,24-04-2014,Graduate Professional,Male,40963269,0
sankarprasaddatta,Tripura West,Communist Party of India  (Marxist),56,GEN,#DE0000,,SANKAR PRASAD DATTA,1072749,1,,Tripura,671665,2014,07-04-2014,Post Graduate,Male,1320900,1
jitendrachoudhury,Tripura East,Communist Party of India  (Marxist),57,GEN,#DE0000,,JITENDRA CHOUDHURY,951110,1,,Tripura,623771,2014,12-04-2014,12th,Male,11322979,0
raghavlakhanpal,Saharanpur,Bharatiya Janata Party,39,GEN,#FB7B0D,,RAGHAV LAKHANPAL,1194308,1,,Uttar Pradesh,472999,2014,10-04-2014,Post Graduate,Male,35406431,0
hukumsingh,Kairana,Bharatiya Janata Party,75,GEN,#FB7B0D,,HUKUM SINGH,1119324,1,,Uttar Pradesh,565909,2014,10-04-2014,Graduate Professional,Male,29078847,2
drsanjeevkumarbalyan,Muzaffarnagar,Bharatiya Janata Party,41,GEN,#FB7B0D,,(DR.) SANJEEV KUMAR BALYAN,1107434,1,,Uttar Pradesh,653391,2014,10-04-2014,Doctorate,Male,10794222,1
kunwarbhartendra,Bijnor,Bharatiya Janata Party,50,GEN,#FB7B0D,,KUNWAR BHARTENDRA,1060346,1,,Uttar Pradesh,486913,2014,10-04-2014,Post Graduate,Male,24840646,2
yashwantsingh,Nagina,Bharatiya Janata Party,52,GEN,#FB7B0D,,YASHWANT SINGH,942196,1,,Uttar Pradesh,367825,2014,17-04-2014,Post Graduate,Male,34806740,0
kunwersarveshkumar,Moradabad,Bharatiya Janata Party,62,GEN,#FB7B0D,,KUNWER SARVESH KUMAR,1127965,1,,Uttar Pradesh,485224,2014,17-04-2014,10th,Male,72866898,4
drnepalsingh,Rampur,Bharatiya Janata Party,74,GEN,#FB7B0D,,DR. NEPAL SINGH,956389,1,,Uttar Pradesh,358616,2014,17-04-2014,Doctorate,Male,27136042,0
satyapalsingh,Sambhal,Bharatiya Janata Party,40,GEN,#FB7B0D,,SATYAPAL SINGH,1057002,1,,Uttar Pradesh,360242,2014,17-04-2014,Post Graduate,Male,19904379,0
kanwarsinghtanwar,Amroha,Bharatiya Janata Party,52,GEN,#FB7B0D,,KANWAR SINGH TANWAR,1095860,1,,Uttar Pradesh,528880,2014,17-04-2014,5th,Male,1788430770,0
rajendraagarwal,Meerut,Bharatiya Janata Party,64,GEN,#FB7B0D,,RAJENDRA AGARWAL,1113384,1,,Uttar Pradesh,532981,2014,10-04-2014,Post Graduate,Male,8803517,2
drsatyapalsingh,Baghpat,Bharatiya Janata Party,58,GEN,#FB7B0D,,DR. SATYA PAL SINGH,1004263,1,,Uttar Pradesh,423475,2014,10-04-2014,Doctorate,Male,67402076,0
vijaykumarsingh,Ghaziabad,Bharatiya Janata Party,62,GEN,#FB7B0D,,VIJAY KUMAR SINGH,1342320,1,,Uttar Pradesh,758482,2014,10-04-2014,Doctorate,Male,41137044,2
drmaheshsharma,Gautam Buddha Nagar,Bharatiya Janata Party,,,#FB7B0D,,DR.MAHESH  SHARMA,1199238,1,,Uttar Pradesh,599702,2014,,,,,
bholasingh,Bulandshahr,Bharatiya Janata Party,,,#FB7B0D,,BHOLA SINGH,1009710,1,,Uttar Pradesh,604449,2014,,,,,
satishkumar,Aligarh,Bharatiya Janata Party,42,GEN,#FB7B0D,,SATISH KUMAR,1064357,1,,Uttar Pradesh,514622,2014,10-04-2014,10th,Male,52180006,1
rajeshkumardiwaker,Hathras,Bharatiya Janata Party,,,#FB7B0D,,RAJESH KUMAR DIWAKER,1049273,1,,Uttar Pradesh,544277,2014,,,,,
hemamalini,Mathura,Bharatiya Janata Party,,,#FB7B0D,,HEMA MALINI,1076868,1,,Uttar Pradesh,574633,2014,,,,,
drramshankarkatheria,Agra,Bharatiya Janata Party,49,GEN,#FB7B0D,,DR. RAM SHANKAR KATHERIA,1070400,1,,Uttar Pradesh,583716,2014,24-04-2014,Doctorate,Male,14634885,21
babulal,Fatehpur Sikri,Bharatiya Janata Party,66,GEN,#FB7B0D,,BABULAL,967968,1,,Uttar Pradesh,426589,2014,24-04-2014,12th,Male,73028848,3
akshayyadav,Firozabad,Samajwadi Party,27,GEN,#B15928,,AKSHAY YADAV,1104606,1,,Uttar Pradesh,534583,2014,24-04-2014,Graduate,Male,100883304,0
mulayamsinghyadav,Mainpuri,Samajwadi Party,74,GEN,#B15928,,MULAYAM SINGH YADAV,999265,1,,Uttar Pradesh,595918,2014,24-04-2014,Post Graduate,Male,159671544,0
rajveersinghrajubhaiya,Etah,Bharatiya Janata Party,,,#FB7B0D,,RAJVEER SINGH (RAJU BHAIYA),926281,1,,Uttar Pradesh,474978,2014,,,,,
dharmendrayadav,Badaun,Samajwadi Party,,,#B15928,,DHARMENDRA YADAV,1027594,1,,Uttar Pradesh,498378,2014,,,,,
dharmendrakumar,Aonla,Bharatiya Janata Party,49,GEN,#FB7B0D,,DHARMENDRA KUMAR,995641,1,,Uttar Pradesh,409907,2014,17-04-2014,10th,Male,5364652,0
santoshkumargangwar,Bareilly,Bharatiya Janata Party,,,#FB7B0D,,SANTOSH KUMAR GANGWAR,1017891,1,,Uttar Pradesh,518258,2014,,,,,
manekasanjaygandhi,Pilibhit,Bharatiya Janata Party,57,GEN,#FB7B0D,,MANEKA SANJAY GANDHI,1050547,1,,Uttar Pradesh,546934,2014,17-04-2014,12th,Female,374132826,1
krishnaraj,Shahjahanpur,Bharatiya Janata Party,47,GEN,#FB7B0D,,KRISHNA RAJ,1129841,1,,Uttar Pradesh,525132,2014,17-04-2014,Post Graduate,Female,16506411,0
ajaykumar,Kheri,Bharatiya Janata Party,55,GEN,#FB7B0D,,AJAY KUMAR,1077868,1,,Uttar Pradesh,398578,2014,17-04-2014,Graduate Professional,Male,26505977,2
rekha,Dhaurahra,Bharatiya Janata Party,32,GEN,#FB7B0D,,REKHA,1060271,1,,Uttar Pradesh,360357,2014,30-04-2014,10th,Female,10435468,0
rajeshverma,Sitapur,Bharatiya Janata Party,,,#FB7B0D,,RAJESH VERMA,1026972,1,,Uttar Pradesh,417546,2014,,,,,
anshulverma,Hardoi,Bharatiya Janata Party,39,GEN,#FB7B0D,,ANSHUL VERMA,972894,1,,Uttar Pradesh,360501,2014,24-04-2014,Post Graduate,Male,30385000,0
anjubala,Misrikh,Bharatiya Janata Party,34,GEN,#FB7B0D,,ANJU BALA,998314,1,,Uttar Pradesh,412575,2014,30-04-2014,Graduate,Female,37618214,0
swamisachchidanandharisakshi,Unnao,Bharatiya Janata Party,58,GEN,#FB7B0D,,SWAMI SACHCHIDANAND HARI SAKSHI,1201603,1,,Uttar Pradesh,518834,2014,30-04-2014,Doctorate,Male,32137597,8
kaushalkishore,Mohanlalganj,Bharatiya Janata Party,53,GEN,#FB7B0D,,KAUSHAL KISHORE,1116588,1,,Uttar Pradesh,455274,2014,30-04-2014,Graduate,Male,21128221,2
rajnathsingh,Lucknow,Bharatiya Janata Party,62,GEN,#FB7B0D,,RAJ NATH SINGH,1033783,1,,Uttar Pradesh,561106,2014,30-04-2014,Post Graduate,Male,29240729,0
soniagandhi,Rae Bareli,Indian National Congress,67,GEN,#019733,,SONIA GANDHI,825136,1,,Uttar Pradesh,526434,2014,30-04-2014,Graduate,Female,92895288,0
rahulgandhi,Amethi,Indian National Congress,43,GEN,#019733,,RAHUL GANDHI,874625,1,,Uttar Pradesh,408651,2014,07-05-2014,Post Graduate,Male,94006549,0
ferozevarungandhi,Sultanpur,Bharatiya Janata Party,34,GEN,#FB7B0D,,FEROZE VARUN GANDHI,964981,1,,Uttar Pradesh,410348,2014,07-05-2014,Post Graduate,Male,357318699,0
kuwarharivanshsingh,Pratapgarh,Apna Dal,64,GEN,#999,,KUWAR HARIVANSH SINGH,894456,1,,Uttar Pradesh,375789,2014,07-05-2014,Graduate,Male,383137665,5
mukeshrajput,Farrukhabad,Bharatiya Janata Party,45,GEN,#FB7B0D,,MUKESH RAJPUT,970677,1,,Uttar Pradesh,406195,2014,24-04-2014,Graduate Professional,Male,26178100,0
ashokkumardoharey,Etawah,Bharatiya Janata Party,43,GEN,#FB7B0D,,ASHOK KUMAR DOHAREY,939604,1,,Uttar Pradesh,439646,2014,24-04-2014,Graduate,Male,12252688,0
dimpleyadav,Kannauj,Samajwadi Party,36,GEN,#B15928,,DIMPLE YADAV,1114460,1,,Uttar Pradesh,489164,2014,24-04-2014,Graduate,Female,280516418,0
drmurlimanoharjoshi,Kanpur,Bharatiya Janata Party,80,GEN,#FB7B0D,,DR.MURLI MANOHAR JOSHI,835079,1,,Uttar Pradesh,474712,2014,30-04-2014,Doctorate,Male,78410008,1
devendrasingh@bholesingh,Akbarpur,Bharatiya Janata Party,,,#FB7B0D,,DEVENDRA SINGH @ BHOLE SINGH,971375,1,,Uttar Pradesh,481584,2014,,,,,
bhanupratapsinghverma,Jalaun,Bharatiya Janata Party,,,#FB7B0D,,BHANU PRATAP SINGH VERMA,1109166,1,,Uttar Pradesh,548631,2014,,,,,
umabharati,Jhansi,Bharatiya Janata Party,,,#FB7B0D,,UMA BHARATI,1320804,1,,Uttar Pradesh,575889,2014,,,,,
bhaironprasadmishra,Banda,Bharatiya Janata Party,60,GEN,#FB7B0D,,BHAIRON PRASAD MISHRA,858326,1,,Uttar Pradesh,342066,2014,30-04-2014,12th,Male,50034910,3
niranjanjyoti,Fatehpur,Bharatiya Janata Party,,,#FB7B0D,,NIRANJAN JYOTI,1056688,1,,Uttar Pradesh,485994,2014,,,,,
vinodkumarsonkar,Kaushambi,Bharatiya Janata Party,,,#FB7B0D,,VINOD KUMAR SONKAR,910038,1,,Uttar Pradesh,331593,2014,,,,,
keshavprasadmaurya,Phulpur,Bharatiya Janata Party,,,#FB7B0D,,KESHAV PRASAD MAURYA,960341,1,,Uttar Pradesh,503564,2014,,,,,
shyamacharangupta,Allahabad,Bharatiya Janata Party,69,GEN,#FB7B0D,,SHYAMA CHARAN GUPTA,891582,1,,Uttar Pradesh,313772,2014,07-05-2014,Graduate Professional,Male,472851707,0
priyankasinghrawat,Barabanki,Bharatiya Janata Party,28,GEN,#FB7B0D,,PRIYANKA SINGH RAWAT,1068168,1,,Uttar Pradesh,454214,2014,30-04-2014,Post Graduate,Female,13175500,0
lallusingh,Faizabad,Bharatiya Janata Party,59,GEN,#FB7B0D,,LALLU SINGH,1022716,1,,Uttar Pradesh,491761,2014,07-05-2014,Post Graduate,Male,15127861,1
hariompandey,Ambedkar Nagar,Bharatiya Janata Party,,,#FB7B0D,,HARI OM PANDEY,1034404,1,,Uttar Pradesh,432104,2014,,,,,
sadhvisavitribaifoole,Bahraich,Bharatiya Janata Party,,,#FB7B0D,,SADHVI SAVITRI BAI FOOLE,934263,1,,Uttar Pradesh,432392,2014,,,,,
brijbhusansharansingh,Kaiserganj,Bharatiya Janata Party,57,GEN,#FB7B0D,,BRIJ BHUSAN SHARAN SINGH,943357,1,,Uttar Pradesh,381500,2014,07-05-2014,Graduate Professional,Male,61696767,2
daddanmishra,Shrawasti,Bharatiya Janata Party,47,GEN,#FB7B0D,,DADDAN MISHRA,979638,1,,Uttar Pradesh,345964,2014,07-05-2014,Post Graduate,Male,20065527,0
kirtivardhansingh,Gonda,Bharatiya Janata Party,48,GEN,#FB7B0D,,KIRTI VARDHAN SINGH,873732,1,,Uttar Pradesh,359643,2014,07-05-2014,Post Graduate,Male,74738429,0
jagdambikapal,Domariyaganj,Bharatiya Janata Party,64,GEN,#FB7B0D,,JAGDAMBIKA PAL,935027,1,,Uttar Pradesh,298845,2014,12-05-2014,Post Graduate,Male,17822082,0
harishchandraaliasharishdwivedi,Basti,Bharatiya Janata Party,,,#FB7B0D,,HARISH CHANDRA  ALIAS  HARISH DWIVEDI,1048534,1,,Uttar Pradesh,357680,2014,,,,,
sharadtripathi,Sant Kabir Nagar,Bharatiya Janata Party,42,GEN,#FB7B0D,,SHARAD TRIPATHI,1011649,1,,Uttar Pradesh,348892,2014,07-05-2014,Post Graduate,Male,3697671,0
adityanath,Gorakhpur,Bharatiya Janata Party,41,GEN,#FB7B0D,,ADITYANATH,1040199,1,,Uttar Pradesh,539127,2014,12-05-2014,Graduate,Male,7217674,3
rajeshpandeyurfguddu,Kushi Nagar,Bharatiya Janata Party,55,GEN,#FB7B0D,,RAJESH PANDEY URF GUDDU,950445,1,,Uttar Pradesh,370051,2014,12-05-2014,Post Graduate,Male,110407014,0
kalrajmishra,Deoria,Bharatiya Janata Party,73,GEN,#FB7B0D,,KALRAJ MISHRA,971557,1,,Uttar Pradesh,496500,2014,12-05-2014,Post Graduate,Male,55048193,0
kamleshpaswan,Bansgaon,Bharatiya Janata Party,38,GEN,#FB7B0D,,KAMLESH PASWAN,877877,1,,Uttar Pradesh,417959,2014,12-05-2014,Graduate,Male,101640625,0
neelamsonkar,Lalganj,Bharatiya Janata Party,,,#FB7B0D,,NEELAM SONKAR,898655,1,,Uttar Pradesh,324016,2014,,,,,
mulayamsinghyadav,Azamgarh,Samajwadi Party,74,GEN,#B15928,,MULAYAM SINGH YADAV,960218,1,,Uttar Pradesh,340306,2014,12-05-2014,Post Graduate,Male,159671544,0
harinarayanrajbhar,Ghosi,Bharatiya Janata Party,73,GEN,#FB7B0D,,HARINARAYAN RAJBHAR,1039656,1,,Uttar Pradesh,379797,2014,12-05-2014,Literate,Male,23403964,0
ravindrakushawaha,Salempur,Bharatiya Janata Party,50,GEN,#FB7B0D,,RAVINDRA KUSHAWAHA,854749,1,,Uttar Pradesh,392213,2014,12-05-2014,12th,Male,7134477,0
